Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
2042,3425,species,棕腹鹰鹃 (霍氏鹰鹃),Hierococcyx nisicolor,1,派母 (Paimu),CN-45,03 May 2025,L23225487,S232317784,,1
2043,23794,species,矛斑蝗莺,Locustella lanceolata,2,大凌河口国家海洋公园（Dalinghekou National Marine Park）,CN-21,03 May 2025,L43958565,S232259399,,1
2044,34217,species,Golden-cheeked Warbler,Setophaga chrysoparia,14,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2045,33776,species,Scott's Oriole,Icterus parisorum,2,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2046,27184,species,Canyon Wren,Catherpes mexicanus,3,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2047,21309,species,Woodhouse's Scrub Jay,Aphelocoma woodhouseii,1,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2048,19204,species,Hutton's Vireo,Vireo huttoni,3,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2049,19163,species,Black-capped Vireo,Vireo atricapilla,3,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2050,17323,species,Ash-throated Flycatcher,Myiarchus cinerascens,7,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2051,16963,species,Least Flycatcher,Empidonax minimus,2,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2052,16950,species,Acadian Flycatcher,Empidonax virescens,2,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2053,8498,species,Zone-tailed Hawk,Buteo albonotatus,1,Lost Maples SNA--East Trail,US-TX,03 May 2025,L3552731,S233277016,,1
2055,3417,species,Dark Hawk-Cuckoo,Hierococcyx bocki,1,Bukit Fraser--Jalan Mager,MY-10,03 May 2025,L36593344,S234830926,,1
2056,31758,species,田鹨,Anthus rufulus,6,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,02 May 2025,L2356004,S290982774,,1
2057,30596,species,蓝枕花蜜鸟,Kurochkinegramma hypogrammicum,1,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,02 May 2025,L2356004,S290982774,,1
2058,26347,species,灰岩鹪鹛,Gypsophila annamensis,7,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,02 May 2025,L2356004,S290982774,,1
2059,13269,species,银胸丝冠鸟,Serilophus lunatus,2,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,02 May 2025,L2356004,S290982774,,1
2060,3299,species,紫金鹃,Chrysococcyx xanthorhynchus,3,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,02 May 2025,L2356004,S290982774,,1
2061,34598,species,Blue Grosbeak,Passerina caerulea,1,Blucher Park (CTC 071),US-TX,02 May 2025,L374130,S233751127,,1
2062,28318,species,Grey-cheeked Thrush,Catharus minimus,1,Blucher Park (CTC 071),US-TX,02 May 2025,L374130,S233751127,,1
2063,28040,species,Long-billed Thrasher,Toxostoma longirostre,2,Blucher Park (CTC 071),US-TX,02 May 2025,L374130,S233751127,,1
2064,3594,species,Chuck-will's-widow,Antrostomus carolinensis,1,Blucher Park (CTC 071),US-TX,02 May 2025,L374130,S233751127,,1
2065,10720,species,Fire-tufted Barbet,Psilopogon pyrolophus,1,Bukit Fraser--Jalan Richmond (Pahang),MY-06,02 May 2025,L7071006,S234830934,,1
2066,1220,species,Malayan Partridge,Arborophila campbelli,3,Bukit Fraser--Jalan Richmond (Pahang),MY-06,02 May 2025,L7071006,S234830934,,1
2067,7565,species,Least Bittern,Botaurus exilis,1,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2068,6807,species,美洲红鹳,Phoenicopterus ruber,1,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2069,6232,species,Semipalmated Sandpiper,Calidris pusilla,150,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2070,6231,species,西方滨鹬,Calidris mauri,15,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2071,6227,species,斑胸滨鹬,Calidris melanotos,1,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2072,6221,species,白腰滨鹬,Calidris fuscicollis,40,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2073,6183,species,高跷鹬,Calidris himantopus,60,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2074,6119,species,Wilson's Phalarope,Phalaropus tricolor,120,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2075,6051,species,Marbled Godwit,Limosa fedoa,2,Leonabelle Turnbull Birding Ctr. (CTC 057),US-TX,02 May 2025,L422541,S232189503,,1
2076,24473,species,Ochraceous Bulbul,Alophoixus ochraceus,1,Bukit Fraser--Telekom Loop,MY-06,02 May 2025,L2521949,S234830943,,1
2077,20474,species,小盘尾,Dicrurus remifer,1,Bukit Fraser--Telekom Loop,MY-06,02 May 2025,L2521949,S234830943,,1
2078,19692,species,Black-and-crimson Oriole,Oriolus consanguineus,1,Bukit Fraser--Telekom Loop,MY-06,02 May 2025,L2521949,S234830943,,1
2079,11986,species,Black-thighed Falconet,Microhierax fringillarius,2,Bukit Fraser--Telekom Loop,MY-06,02 May 2025,L2521949,S234830943,,1
2080,12092,species,Aplomado Falcon,Falco femoralis,1,"Mustang Island State Park, Corpus Christi US-TX 27.65363, -97.18944",US-TX,02 May 2025,L43937762,S232144512,,1
2081,7620,species,黑冠鳽,Gorsachius melanolophus,1,弄岗国家级自然保护区 (Nonggang NNR),CN-45,02 May 2025,L10490454,S231902892,,1
2082,27730,species,亚洲辉椋鸟,Aplonis panayensis,2,"Jalan Mager, Fraser's Hill, Pahang, MY (3.709, 101.738)",MY-10,02 May 2025,L43884025,S234830954,,1
2083,26902,species,Blue Nuthatch,Sitta azurea,2,"Jalan Mager, Fraser's Hill, Pahang, MY (3.709, 101.738)",MY-10,02 May 2025,L43884025,S234830954,,1
2084,26415,species,Mountain Fulvetta,Alcippe peracensis,2,"Jalan Mager, Fraser's Hill, Pahang, MY (3.709, 101.738)",MY-10,02 May 2025,L43884025,S234830954,,1
2085,34083,species,Bay-breasted Warbler,Setophaga castanea,1,Dick Kleberg Pk (CTC 088),US-TX,02 May 2025,L264959,S232118758,,1
2086,34079,species,Magnolia Warbler,Setophaga magnolia,2,Dick Kleberg Pk (CTC 088),US-TX,02 May 2025,L264959,S232118758,,1
2087,33736,species,Bullock's Oriole,Icterus bullockii,2,Dick Kleberg Pk (CTC 088),US-TX,02 May 2025,L264959,S232118758,,1
2088,6188,species,黄胸滨鹬 (饰胸鹬),Calidris subruficollis,140,Hanka Sod (former Superior Turf Farms) / Weaver rd.,US-TX,02 May 2025,L2764095,S232047411,,1
2089,33029,species,Lark Sparrow,Chondestes grammacus,2,LRGV NWR--Cannon Road (LTC-050),US-TX,02 May 2025,L497138,S232016184,,1
2090,22163,species,Black-crested Titmouse,Baeolophus atricristatus,4,LRGV NWR--Cannon Road (LTC-050),US-TX,02 May 2025,L497138,S232016184,,1
2091,8388,species,Mississippi Kite,Ictinia mississippiensis,2,LRGV NWR--Cannon Road (LTC-050),US-TX,02 May 2025,L497138,S232016184,,1
2092,24966,species,灰岩柳莺,Phylloscopus calciatilis,2,弄岗国家级自然保护区 (Nonggang NNR),CN-45,02 May 2025,L10490454,S231837744,,1
2093,20469,species,鸦嘴卷尾,Dicrurus annectens,2,弄岗国家级自然保护区 (Nonggang NNR),CN-45,02 May 2025,L10490454,S231837744,,1
2094,7880,species,褐冠鹃隼,Aviceda jerdoni,1,弄岗国家级自然保护区 (Nonggang NNR),CN-45,02 May 2025,L10490454,S231837744,,1
2095,25998,species,灰腹鹩鹛 (长尾鹩鹛),Spelaeornis reptatus,1,独龙江 (Dulong River Valley),CN-53,02 May 2025,L5226743,S235615045,,1
2096,3432,species,小杜鹃,Cuculus poliocephalus,2,独龙江 (Dulong River Valley),CN-53,02 May 2025,L5226743,S235615045,,1
2097,29105,species,Rufous-browed Flycatcher,Anthipes solitaris,3,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2098,26783,species,Chestnut-capped Laughingthrush,Pterorhinus mitratus,5,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2099,24253,species,Rufous-bellied Swallow,Cecropis badia,2,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2100,23161,species,黑喉缝叶莺,Orthotomus atrogularis,1,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2101,10780,species,Black-browed Barbet,Psilopogon oorti,1,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2102,10763,species,Golden-whiskered Barbet,Psilopogon chrysopogon,1,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2103,10735,species,Yellow-crowned Barbet,Psilopogon henricii,1,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2104,10730,species,Red-throated Barbet,Psilopogon mystacophanos,2,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2105,9721,species,Bushy-crested Hornbill,Anorrhinus galeritus,6,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2106,9715,species,Rhinoceros Hornbill,Buceros rhinoceros,2,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2107,8006,species,Blyth's Hawk-Eagle,Nisaetus alboniger,2,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2108,3372,species,Sunda Brush Cuckoo,Cacomantis sepulcralis,1,Bukit Fraser--The Gap (Pahang),MY-06,02 May 2025,L924266,S234830967,,1
2109,33755,species,Altamira Oriole,Icterus gularis,2,Sacahuistale Flats (LTC 013) and woodlands along SH186,US-TX,02 May 2025,L504328,S231945556,,1
2110,33682,species,Hooded Oriole,Icterus cucullatus,3,Sacahuistale Flats (LTC 013) and woodlands along SH186,US-TX,02 May 2025,L504328,S231945556,,1
2111,21233,species,Green/Inca Jay,Cyanocorax yncas,1,Sacahuistale Flats (LTC 013) and woodlands along SH186,US-TX,02 May 2025,L504328,S231945556,,1
2112,17459,species,Couch's Kingbird,Tyrannus couchii,14,Sacahuistale Flats (LTC 013) and woodlands along SH186,US-TX,02 May 2025,L504328,S231945556,,1
2113,11183,species,Golden-fronted/Velasquez's Woodpecker,Melanerpes aurifrons,3,Sacahuistale Flats (LTC 013) and woodlands along SH186,US-TX,02 May 2025,L504328,S231945556,,1
2114,8445,species,Harris's Hawk,Parabuteo unicinctus,2,Sacahuistale Flats (LTC 013) and woodlands along SH186,US-TX,02 May 2025,L504328,S231945556,,1
2115,6758,species,黑枕燕鸥,Sterna sumatrana,2,北麂列岛 (Beiji Islands),CN-33,02 May 2025,L4851808,S287757712,,1
2116,28313,species,Veery,Catharus fuscescens,1,050225 Alamo Lumber Parking Lot,US-TX,02 May 2025,L43886088,S231862844,,1
2117,3238,species,Yellow-billed Cuckoo,Coccyzus americanus,1,050225 Alamo Lumber Parking Lot,US-TX,02 May 2025,L43886088,S231862844,,1
2118,30663,species,Lesser Green Leafbird,Chloropsis cyanopogon,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2119,30001,species,Orange-bellied Flowerpecker,Dicaeum trigonostigma,2,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2120,29935,species,Yellow-breasted Flowerpecker,Prionochilus maculatus,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2121,25792,species,Hume's White-eye,Zosterops auriventer,2,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2122,24635,species,Scaly-breasted Bulbul,Rubigula squamata,2,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2123,24519,species,Cinereous Bulbul,Hemixos cinereus,2,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2124,21041,species,虎纹伯劳,Lanius tigrinus,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2125,9767,species,赤须夜蜂虎,Nyctyornis amictus,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2126,3938,species,Plume-toed Swiftlet,Collocalia affinis,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2127,3873,species,Silver-rumped Spinetail,Rhaphidura leucopygialis,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2128,3183,species,Black-bellied Malkoha,Phaenicophaeus diardi,2,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2129,3170,species,Red-billed Malkoha,Zanclostomus javanicus,1,"55, Kuala Kubu Baru, Selangor, MY (3.637, 101.738)",MY-10,01 May 2025,L43821840,S234830986,,1
2130,26063,species,Sunda Scimitar Babbler,Pomatorhinus bornensis,1,"55, Kuala Kubu Baru, Selangor, MY (3.632, 101.74)",MY-10,01 May 2025,L43821922,S234830991,,1
2131,24500,species,Buff-vented Bulbul,Iole crypta,1,"55, Kuala Kubu Baru, Selangor, MY (3.632, 101.74)",MY-10,01 May 2025,L43821922,S234830991,,1
2132,9490,species,Scarlet-rumped Trogon,Harpactes duvaucelii,1,"55, Kuala Kubu Baru, Selangor, MY (3.632, 101.74)",MY-10,01 May 2025,L43821922,S234830991,,1
2133,3426,species,Malaysian Hawk-Cuckoo,Hierococcyx fugax,1,"55, Kuala Kubu Baru, Selangor, MY (3.632, 101.74)",MY-10,01 May 2025,L43821922,S234830991,,1
2134,4202,species,Grey-rumped Treeswift,Hemiprocne longipennis,5,"55, Kuala Kubu Baru, Selangor, MY (3.594, 101.735)",MY-10,01 May 2025,L43821866,S234831005,,1
2135,19961,species,Black-winged Flycatcher-shrike,Hemipus hirundinaceus,1,"Jalan Tanpa Nama, Hulu Langat, Selangor, MY (3.101, 101.825)",MY-10,01 May 2025,L43806539,S234831025,,1
2136,3161,species,Raffles's Malkoha,Rhinortha chlorophaea,2,"Jalan Tanpa Nama, Hulu Langat, Selangor, MY (3.101, 101.825)",MY-10,01 May 2025,L43806539,S234831025,,1
2137,32840,species,栗鹀,Emberiza rutila,2,北麂列岛 (Beiji Islands),CN-33,01 May 2025,L4851808,S287757711,,1
2138,28781,species,灰纹鹟,Muscicapa griseisticta,1,北麂列岛 (Beiji Islands),CN-33,01 May 2025,L4851808,S287757711,,1
2139,25410,species,白眉雀鹛,Fulvetta vinipectus,1,独龙江 (Dulong River Valley),CN-53,01 May 2025,L5226743,S235615126,,1
2140,30637,species,Grey-breasted Spiderhunter,Arachnothera modesta,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2141,30629,species,Spectacled Spiderhunter,Arachnothera flavigaster,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2142,30155,species,Plain Sunbird,Anthreptes simplex,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2143,24459,species,Grey-cheeked Bulbul,Alophoixus tephrogenys,3,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2144,23168,species,Ashy Tailorbird,Orthotomus ruficeps,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2145,18574,species,Fiery Minivet,Pericrocotus igneus,4,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2146,13281,species,Black-and-red Broadbill,Cymbirhynchus macrorhynchos,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2147,11642,species,Crimson-winged Woodpecker,Picus puniceus,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2148,11586,species,Buff-necked Woodpecker,Meiglyptes tukki,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2149,9967,species,Rufous-backed Dwarf Kingfisher,Ceyx rufidorsa,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2150,9937,species,Malaysian Blue-banded Kingfisher,Alcedo peninsulae,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2151,2483,species,小绿鸠,Treron olax,1,Sungai Congkak Recreational Forest,MY-10,01 May 2025,L3510944,S234831036,,1
2152,6064,species,American Woodcock,Scolopax minor,1,043025 American Woodcock Display Site,US-NJ,30 Apr 2025,L43800244,S231418106,,1
2153,34557,species,Rose-breasted Grosbeak,Pheucticus ludovicianus,1,Tower Hill Reserve,US-NJ,30 Apr 2025,L2719455,S231418138,,1
2154,3243,species,Black-billed Cuckoo,Coccyzus erythropthalmus,1,Tower Hill Reserve,US-NJ,30 Apr 2025,L2719455,S231355823,,1
2155,28782,species,乌鹟,Muscicapa sibirica,1,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,29 Apr 2025,L2356004,S290982773,,1
2156,24620,species,黑头鹎,Microtarsus melanocephalos,2,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,29 Apr 2025,L2356004,S290982773,,1
2157,6775,species,白嘴端凤头燕鸥,Thalasseus sandvicensis,3,Kåseberga,SE-M,29 Apr 2025,L4476555,S230723369,,1
2158,6447,species,小鸥,Hydrocoloeus minutus,1,Kåseberga,SE-M,29 Apr 2025,L4476555,S230723369,,1
2159,12073,species,燕隼,Falco subbuteo,1,北京大学 (Peking University),CN-11,29 Apr 2025,L5824445,S230683965,,1
2160,3614,species,Eastern Whip-poor-will,Antrostomus vociferus,3,042725 Eastern Whip-poor-will,US-NJ,27 Apr 2025,L43608156,S230300357,,1
2161,33848,species,Rusty Blackbird,Euphagus carolinus,3,John Heinz NWR--impoundment (Philadelphia Co.),US-PA,27 Apr 2025,L504403,S230347664,,1
2162,34141,species,Black-throated Blue Warbler,Setophaga caerulescens,1,Redden State Forest--Headquarters Tract,US-DE,27 Apr 2025,L363664,S230347688,,1
2163,5272,species,King Rail,Rallus elegans,1,Milford Neck Wildlife Area--Big Stone Beach Rd.,US-DE,27 Apr 2025,L985868,S229910154,,1
2164,32827,species,黄胸鹀,Emberiza aureola,1,"莲花圣地公园 (Lotus Park, Mêdog)",CN-54,26 Apr 2025,L36142540,S234831055,,1
2165,31813,species,布氏鹨,Anthus godlewskii,2,"莲花圣地公园 (Lotus Park, Mêdog)",CN-54,26 Apr 2025,L36142540,S234831055,,1
2166,19245,species,Warbling Vireo (Eastern),Vireo gilvus,2,C&O Canal--Snyder's Landing,US-MD,26 Apr 2025,L1461957,S230347773,,1
2167,24821,species,棕眉柳莺,Phylloscopus armandii,2,六巷河,CN-62,26 Apr 2025,L28660410,S287757707,,1
2168,24142,species,岩燕,Ptyonoprogne rupestris,6,六巷河,CN-62,26 Apr 2025,L28660410,S287757707,,1
2169,25099,species,棕顶树莺,Cettia brunnifrons,1,巴日村 (Bari Village),CN-54,26 Apr 2025,L36142525,S234831073,,1
2170,29072,species,琉璃蓝鹟,Cyanoptila cumatilis,1,草关村,CN-62,26 Apr 2025,L43428128,S268375966,,1
2171,24920,species,峨眉鹟莺,Phylloscopus omeiensis,1,草关村,CN-62,26 Apr 2025,L43428128,S268375966,,1
2172,24810,species,云南柳莺,Phylloscopus yunnanensis,2,草关村,CN-62,26 Apr 2025,L43428128,S268375966,,1
2173,34436,species,Scarlet Tanager,Piranga olivacea,18,Sleepy Creek WMA,US-WV,26 Apr 2025,L1480228,S229664872,,1
2174,34061,species,Cerulean Warbler,Setophaga cerulea,13,Sleepy Creek WMA,US-WV,26 Apr 2025,L1480228,S229664872,,1
2175,28245,species,绿宽嘴鸫,Cochoa viridis,1,背崩乡 (Beibeng Township),CN-54,25 Apr 2025,L39788867,S234831089,,1
2176,3434,species,四声杜鹃,Cuculus micropterus,1,背崩乡 (Beibeng Township),CN-54,25 Apr 2025,L39788867,S234831089,,1
2177,27830,species,北椋鸟,Agropsar sturninus,1,北京大学 (Peking University),CN-11,25 Apr 2025,L5824445,S268363141,,1
2178,6699,species,小白额燕鸥,Sternula antillarum,30,Mason Inlet Waterbird Management Area,US-NC,25 Apr 2025,L600062,S229192949,,1
2179,5928,species,Wilson's Plover,Anarhynchus wilsonia,1,Mason Inlet Waterbird Management Area,US-NC,25 Apr 2025,L600062,S229192949,,1
2180,5834,species,半蹼鸻,Charadrius semipalmatus,10,Mason Inlet Waterbird Management Area,US-NC,25 Apr 2025,L600062,S229192949,,1
2181,32938,species,Bachman's Sparrow,Peucaea aestivalis,5,Holly Ridge WMA,US-NC,25 Apr 2025,L338409,S229126529,,1
2182,34621,species,Painted Bunting,Passerina ciris,1,Fort Fisher SRA--Basin Trail and Aquarium Pond,US-NC,24 Apr 2025,L241664,S228980521,,1
2183,6789,species,Royal Tern,Thalasseus maximus,2,Fort Fisher SRA--Basin Trail and Aquarium Pond,US-NC,24 Apr 2025,L241664,S228980521,,1
2184,6057,species,短嘴半蹼鹬,Limnodromus griseus,10,Fort Fisher SRA--Basin Trail and Aquarium Pond,US-NC,24 Apr 2025,L241664,S228980521,,1
2185,29977,species,黄腹啄花鸟,Pachyglossa melanozantha,1,仁青崩寺 (Rinchenpung Monastery),CN-54,24 Apr 2025,L28231524,S234831122,,1
2186,29382,species,琉球歌鸲,Larvivora komadori,15,奄美大島--龍郷町 (Amami--Tatsugo (town)),JP-46,24 Apr 2025,L5433064,S291107978,,1
2187,24174,species,洋燕 (洋斑燕),Hirundo javanica,2,奄美大島--龍郷町 (Amami--Tatsugo (town)),JP-46,24 Apr 2025,L5433064,S291107978,,1
2188,21388,species,Lidth's Jay,Garrulus lidthi,13,奄美大島--龍郷町 (Amami--Tatsugo (town)),JP-46,24 Apr 2025,L5433064,S291107978,,1
2189,18637,species,琉球山椒鸟,Pericrocotus tegimae,2,奄美大島--龍郷町 (Amami--Tatsugo (town)),JP-46,24 Apr 2025,L5433064,S291107978,,1
